"期間-開始","期間-終了","売上","入金","未収金","宿泊人数","大人","子供A","子供B","子供C","子供D","子供E","子供F","子供その他","販売客室数","OCC","ADR","RevPAR"
"2026-05-01","2026-05-31","4817942","0","14800","373","348","2","5","2","0","8","0","0","228","0.2373","21131.32","5013.47"
